feature_set_id,segment_id,feature_date,feature_name,source_dates_used,latest_source_date_used,valid
active-subscriptions-rolling-features,all,2026-03-02,value_lag_1,,,true
active-subscriptions-rolling-features,all,2026-03-02,delta_lag_1,,,true
active-subscriptions-rolling-features,all,2026-03-02,rolling_3_mean_lag1,,,true
active-subscriptions-rolling-features,all,2026-03-02,rolling_7_mean_lag1,,,true
active-subscriptions-rolling-features,all,2026-03-02,expanding_mean_lag1,,,true
active-subscriptions-rolling-features,all,2026-03-03,value_lag_1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,all,2026-03-03,delta_lag_1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,all,2026-03-03,rolling_3_mean_lag1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,all,2026-03-03,rolling_7_mean_lag1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,all,2026-03-03,expanding_mean_lag1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,all,2026-03-04,value_lag_1,2026-03-03,2026-03-03,true
active-subscriptions-rolling-features,all,2026-03-04,delta_lag_1,2026-03-03,2026-03-03,true
active-subscriptions-rolling-features,all,2026-03-04,rolling_3_mean_lag1,"2026-03-02,2026-03-03",2026-03-03,true
active-subscriptions-rolling-features,all,2026-03-04,rolling_7_mean_lag1,"2026-03-02,2026-03-03",2026-03-03,true
active-subscriptions-rolling-features,all,2026-03-04,expanding_mean_lag1,"2026-03-02,2026-03-03",2026-03-03,true
active-subscriptions-rolling-features,all,2026-03-05,value_lag_1,2026-03-04,2026-03-04,true
active-subscriptions-rolling-features,all,2026-03-05,delta_lag_1,2026-03-04,2026-03-04,true
active-subscriptions-rolling-features,all,2026-03-05,rolling_3_mean_lag1,"2026-03-02,2026-03-03,2026-03-04",2026-03-04,true
active-subscriptions-rolling-features,all,2026-03-05,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04",2026-03-04,true
active-subscriptions-rolling-features,all,2026-03-05,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04",2026-03-04,true
active-subscriptions-rolling-features,all,2026-03-06,value_lag_1,2026-03-05,2026-03-05,true
active-subscriptions-rolling-features,all,2026-03-06,delta_lag_1,2026-03-05,2026-03-05,true
active-subscriptions-rolling-features,all,2026-03-06,rolling_3_mean_lag1,"2026-03-03,2026-03-04,2026-03-05",2026-03-05,true
active-subscriptions-rolling-features,all,2026-03-06,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05",2026-03-05,true
active-subscriptions-rolling-features,all,2026-03-06,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05",2026-03-05,true
active-subscriptions-rolling-features,all,2026-03-07,value_lag_1,2026-03-06,2026-03-06,true
active-subscriptions-rolling-features,all,2026-03-07,delta_lag_1,2026-03-06,2026-03-06,true
active-subscriptions-rolling-features,all,2026-03-07,rolling_3_mean_lag1,"2026-03-04,2026-03-05,2026-03-06",2026-03-06,true
active-subscriptions-rolling-features,all,2026-03-07,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06",2026-03-06,true
active-subscriptions-rolling-features,all,2026-03-07,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06",2026-03-06,true
active-subscriptions-rolling-features,all,2026-03-08,value_lag_1,2026-03-07,2026-03-07,true
active-subscriptions-rolling-features,all,2026-03-08,delta_lag_1,2026-03-07,2026-03-07,true
active-subscriptions-rolling-features,all,2026-03-08,rolling_3_mean_lag1,"2026-03-05,2026-03-06,2026-03-07",2026-03-07,true
active-subscriptions-rolling-features,all,2026-03-08,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07",2026-03-07,true
active-subscriptions-rolling-features,all,2026-03-08,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07",2026-03-07,true
active-subscriptions-rolling-features,all,2026-03-09,value_lag_1,2026-03-08,2026-03-08,true
active-subscriptions-rolling-features,all,2026-03-09,delta_lag_1,2026-03-08,2026-03-08,true
active-subscriptions-rolling-features,all,2026-03-09,rolling_3_mean_lag1,"2026-03-06,2026-03-07,2026-03-08",2026-03-08,true
active-subscriptions-rolling-features,all,2026-03-09,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08",2026-03-08,true
active-subscriptions-rolling-features,all,2026-03-09,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08",2026-03-08,true
active-subscriptions-rolling-features,all,2026-03-10,value_lag_1,2026-03-09,2026-03-09,true
active-subscriptions-rolling-features,all,2026-03-10,delta_lag_1,2026-03-09,2026-03-09,true
active-subscriptions-rolling-features,all,2026-03-10,rolling_3_mean_lag1,"2026-03-07,2026-03-08,2026-03-09",2026-03-09,true
active-subscriptions-rolling-features,all,2026-03-10,rolling_7_mean_lag1,"2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09",2026-03-09,true
active-subscriptions-rolling-features,all,2026-03-10,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09",2026-03-09,true
active-subscriptions-rolling-features,all,2026-03-11,value_lag_1,2026-03-10,2026-03-10,true
active-subscriptions-rolling-features,all,2026-03-11,delta_lag_1,2026-03-10,2026-03-10,true
active-subscriptions-rolling-features,all,2026-03-11,rolling_3_mean_lag1,"2026-03-08,2026-03-09,2026-03-10",2026-03-10,true
active-subscriptions-rolling-features,all,2026-03-11,rolling_7_mean_lag1,"2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10",2026-03-10,true
active-subscriptions-rolling-features,all,2026-03-11,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10",2026-03-10,true
active-subscriptions-rolling-features,all,2026-03-12,value_lag_1,2026-03-11,2026-03-11,true
active-subscriptions-rolling-features,all,2026-03-12,delta_lag_1,2026-03-11,2026-03-11,true
active-subscriptions-rolling-features,all,2026-03-12,rolling_3_mean_lag1,"2026-03-09,2026-03-10,2026-03-11",2026-03-11,true
active-subscriptions-rolling-features,all,2026-03-12,rolling_7_mean_lag1,"2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11",2026-03-11,true
active-subscriptions-rolling-features,all,2026-03-12,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11",2026-03-11,true
active-subscriptions-rolling-features,all,2026-03-13,value_lag_1,2026-03-12,2026-03-12,true
active-subscriptions-rolling-features,all,2026-03-13,delta_lag_1,2026-03-12,2026-03-12,true
active-subscriptions-rolling-features,all,2026-03-13,rolling_3_mean_lag1,"2026-03-10,2026-03-11,2026-03-12",2026-03-12,true
active-subscriptions-rolling-features,all,2026-03-13,rolling_7_mean_lag1,"2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12",2026-03-12,true
active-subscriptions-rolling-features,all,2026-03-13,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12",2026-03-12,true
active-subscriptions-rolling-features,all,2026-03-14,value_lag_1,2026-03-13,2026-03-13,true
active-subscriptions-rolling-features,all,2026-03-14,delta_lag_1,2026-03-13,2026-03-13,true
active-subscriptions-rolling-features,all,2026-03-14,rolling_3_mean_lag1,"2026-03-11,2026-03-12,2026-03-13",2026-03-13,true
active-subscriptions-rolling-features,all,2026-03-14,rolling_7_mean_lag1,"2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13",2026-03-13,true
active-subscriptions-rolling-features,all,2026-03-14,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13",2026-03-13,true
active-subscriptions-rolling-features,all,2026-03-15,value_lag_1,2026-03-14,2026-03-14,true
active-subscriptions-rolling-features,all,2026-03-15,delta_lag_1,2026-03-14,2026-03-14,true
active-subscriptions-rolling-features,all,2026-03-15,rolling_3_mean_lag1,"2026-03-12,2026-03-13,2026-03-14",2026-03-14,true
active-subscriptions-rolling-features,all,2026-03-15,rolling_7_mean_lag1,"2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14",2026-03-14,true
active-subscriptions-rolling-features,all,2026-03-15,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14",2026-03-14,true
active-subscriptions-rolling-features,all,2026-03-16,value_lag_1,2026-03-15,2026-03-15,true
active-subscriptions-rolling-features,all,2026-03-16,delta_lag_1,2026-03-15,2026-03-15,true
active-subscriptions-rolling-features,all,2026-03-16,rolling_3_mean_lag1,"2026-03-13,2026-03-14,2026-03-15",2026-03-15,true
active-subscriptions-rolling-features,all,2026-03-16,rolling_7_mean_lag1,"2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15",2026-03-15,true
active-subscriptions-rolling-features,all,2026-03-16,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15",2026-03-15,true
active-subscriptions-rolling-features,all,2026-03-17,value_lag_1,2026-03-16,2026-03-16,true
active-subscriptions-rolling-features,all,2026-03-17,delta_lag_1,2026-03-16,2026-03-16,true
active-subscriptions-rolling-features,all,2026-03-17,rolling_3_mean_lag1,"2026-03-14,2026-03-15,2026-03-16",2026-03-16,true
active-subscriptions-rolling-features,all,2026-03-17,rolling_7_mean_lag1,"2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16",2026-03-16,true
active-subscriptions-rolling-features,all,2026-03-17,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16",2026-03-16,true
active-subscriptions-rolling-features,android,2026-03-02,value_lag_1,,,true
active-subscriptions-rolling-features,android,2026-03-02,delta_lag_1,,,true
active-subscriptions-rolling-features,android,2026-03-02,rolling_3_mean_lag1,,,true
active-subscriptions-rolling-features,android,2026-03-02,rolling_7_mean_lag1,,,true
active-subscriptions-rolling-features,android,2026-03-02,expanding_mean_lag1,,,true
active-subscriptions-rolling-features,android,2026-03-03,value_lag_1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,android,2026-03-03,delta_lag_1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,android,2026-03-03,rolling_3_mean_lag1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,android,2026-03-03,rolling_7_mean_lag1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,android,2026-03-03,expanding_mean_lag1,2026-03-02,2026-03-02,true
active-subscriptions-rolling-features,android,2026-03-04,value_lag_1,2026-03-03,2026-03-03,true
active-subscriptions-rolling-features,android,2026-03-04,delta_lag_1,2026-03-03,2026-03-03,true
active-subscriptions-rolling-features,android,2026-03-04,rolling_3_mean_lag1,"2026-03-02,2026-03-03",2026-03-03,true
active-subscriptions-rolling-features,android,2026-03-04,rolling_7_mean_lag1,"2026-03-02,2026-03-03",2026-03-03,true
active-subscriptions-rolling-features,android,2026-03-04,expanding_mean_lag1,"2026-03-02,2026-03-03",2026-03-03,true
active-subscriptions-rolling-features,android,2026-03-05,value_lag_1,2026-03-04,2026-03-04,true
active-subscriptions-rolling-features,android,2026-03-05,delta_lag_1,2026-03-04,2026-03-04,true
active-subscriptions-rolling-features,android,2026-03-05,rolling_3_mean_lag1,"2026-03-02,2026-03-03,2026-03-04",2026-03-04,true
active-subscriptions-rolling-features,android,2026-03-05,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04",2026-03-04,true
active-subscriptions-rolling-features,android,2026-03-05,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04",2026-03-04,true
active-subscriptions-rolling-features,android,2026-03-06,value_lag_1,2026-03-05,2026-03-05,true
active-subscriptions-rolling-features,android,2026-03-06,delta_lag_1,2026-03-05,2026-03-05,true
active-subscriptions-rolling-features,android,2026-03-06,rolling_3_mean_lag1,"2026-03-03,2026-03-04,2026-03-05",2026-03-05,true
active-subscriptions-rolling-features,android,2026-03-06,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05",2026-03-05,true
active-subscriptions-rolling-features,android,2026-03-06,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05",2026-03-05,true
active-subscriptions-rolling-features,android,2026-03-07,value_lag_1,2026-03-06,2026-03-06,true
active-subscriptions-rolling-features,android,2026-03-07,delta_lag_1,2026-03-06,2026-03-06,true
active-subscriptions-rolling-features,android,2026-03-07,rolling_3_mean_lag1,"2026-03-04,2026-03-05,2026-03-06",2026-03-06,true
active-subscriptions-rolling-features,android,2026-03-07,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06",2026-03-06,true
active-subscriptions-rolling-features,android,2026-03-07,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06",2026-03-06,true
active-subscriptions-rolling-features,android,2026-03-08,value_lag_1,2026-03-07,2026-03-07,true
active-subscriptions-rolling-features,android,2026-03-08,delta_lag_1,2026-03-07,2026-03-07,true
active-subscriptions-rolling-features,android,2026-03-08,rolling_3_mean_lag1,"2026-03-05,2026-03-06,2026-03-07",2026-03-07,true
active-subscriptions-rolling-features,android,2026-03-08,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07",2026-03-07,true
active-subscriptions-rolling-features,android,2026-03-08,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07",2026-03-07,true
active-subscriptions-rolling-features,android,2026-03-09,value_lag_1,2026-03-08,2026-03-08,true
active-subscriptions-rolling-features,android,2026-03-09,delta_lag_1,2026-03-08,2026-03-08,true
active-subscriptions-rolling-features,android,2026-03-09,rolling_3_mean_lag1,"2026-03-06,2026-03-07,2026-03-08",2026-03-08,true
active-subscriptions-rolling-features,android,2026-03-09,rolling_7_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08",2026-03-08,true
active-subscriptions-rolling-features,android,2026-03-09,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08",2026-03-08,true
active-subscriptions-rolling-features,android,2026-03-10,value_lag_1,2026-03-09,2026-03-09,true
active-subscriptions-rolling-features,android,2026-03-10,delta_lag_1,2026-03-09,2026-03-09,true
active-subscriptions-rolling-features,android,2026-03-10,rolling_3_mean_lag1,"2026-03-07,2026-03-08,2026-03-09",2026-03-09,true
active-subscriptions-rolling-features,android,2026-03-10,rolling_7_mean_lag1,"2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09",2026-03-09,true
active-subscriptions-rolling-features,android,2026-03-10,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09",2026-03-09,true
active-subscriptions-rolling-features,android,2026-03-11,value_lag_1,2026-03-10,2026-03-10,true
active-subscriptions-rolling-features,android,2026-03-11,delta_lag_1,2026-03-10,2026-03-10,true
active-subscriptions-rolling-features,android,2026-03-11,rolling_3_mean_lag1,"2026-03-08,2026-03-09,2026-03-10",2026-03-10,true
active-subscriptions-rolling-features,android,2026-03-11,rolling_7_mean_lag1,"2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10",2026-03-10,true
active-subscriptions-rolling-features,android,2026-03-11,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10",2026-03-10,true
active-subscriptions-rolling-features,android,2026-03-12,value_lag_1,2026-03-11,2026-03-11,true
active-subscriptions-rolling-features,android,2026-03-12,delta_lag_1,2026-03-11,2026-03-11,true
active-subscriptions-rolling-features,android,2026-03-12,rolling_3_mean_lag1,"2026-03-09,2026-03-10,2026-03-11",2026-03-11,true
active-subscriptions-rolling-features,android,2026-03-12,rolling_7_mean_lag1,"2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11",2026-03-11,true
active-subscriptions-rolling-features,android,2026-03-12,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11",2026-03-11,true
active-subscriptions-rolling-features,android,2026-03-13,value_lag_1,2026-03-12,2026-03-12,true
active-subscriptions-rolling-features,android,2026-03-13,delta_lag_1,2026-03-12,2026-03-12,true
active-subscriptions-rolling-features,android,2026-03-13,rolling_3_mean_lag1,"2026-03-10,2026-03-11,2026-03-12",2026-03-12,true
active-subscriptions-rolling-features,android,2026-03-13,rolling_7_mean_lag1,"2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12",2026-03-12,true
active-subscriptions-rolling-features,android,2026-03-13,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12",2026-03-12,true
active-subscriptions-rolling-features,android,2026-03-14,value_lag_1,2026-03-13,2026-03-13,true
active-subscriptions-rolling-features,android,2026-03-14,delta_lag_1,2026-03-13,2026-03-13,true
active-subscriptions-rolling-features,android,2026-03-14,rolling_3_mean_lag1,"2026-03-11,2026-03-12,2026-03-13",2026-03-13,true
active-subscriptions-rolling-features,android,2026-03-14,rolling_7_mean_lag1,"2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13",2026-03-13,true
active-subscriptions-rolling-features,android,2026-03-14,expanding_mean_lag1,"2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13",2026-03-13,true
active-subscriptions-rolling-features,android,2026-03-15,value_lag_1,2026-03-14,2026-03-14,true
active-subscriptions-rolling-features,android,2026-03-15,delta_lag_1,2026-03-14,2026-03-14,true
active-subscriptions-rolling-features,android,2026-03-15,rolling_3_mean_lag1,"2026-03-12,2026-03-13,2026-03-14",2026-03-14,true
active-subscriptions-rolling-features,android,2026-03-15,rolling_7_mean_lag1,"2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14",2026-03-14,true
